scenario,stato,mu,sigma,R,L,perdita_positiva,E_L_cond_G,stato_grossolano,E_L_cond_G1,E_L_cond_G2
8410,V,-0.006,0.045,-0.08829196384992512,8.829196384992512,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8411,S,-0.03,0.08,0.03921899417937873,-3.9218994179378726,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8412,N,0.004,0.02,0.012900332320348467,-1.2900332320348467,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8413,N,0.004,0.02,-0.01065940691644047,1.065940691644047,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8414,N,0.004,0.02,0.017631329783413814,-1.7631329783413814,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8415,N,0.004,0.02,-0.0009302191045215446,0.09302191045215445,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8416,N,0.004,0.02,0.03602363315115149,-3.6023633151151495,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8417,V,-0.006,0.045,-0.059628424492425176,5.962842449242518,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8418,N,0.004,0.02,-0.004790695364113862,0.47906953641138617,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8419,S,-0.03,0.08,-0.08116512128933151,8.11651212893315,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8420,N,0.004,0.02,-0.013703591452257243,1.3703591452257242,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8421,N,0.004,0.02,-0.009043020987942622,0.9043020987942623,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8422,N,0.004,0.02,-0.006976204318362371,0.6976204318362371,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8423,N,0.004,0.02,-0.008301237535037226,0.8301237535037226,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8424,V,-0.006,0.045,-0.029309114528637575,2.9309114528637576,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8425,N,0.004,0.02,0.013525977735339978,-1.3525977735339978,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8426,V,-0.006,0.045,-0.00046081824385621386,0.04608182438562139,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8427,N,0.004,0.02,0.009373966675561295,-0.9373966675561295,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8428,N,0.004,0.02,0.02666172206389277,-2.6661722063892768,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8429,V,-0.006,0.045,0.05871121272309291,-5.871121272309291,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8430,N,0.004,0.02,0.018649886325935935,-1.8649886325935936,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8431,V,-0.006,0.045,-0.043260650882109127,4.326065088210913,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8432,N,0.004,0.02,0.0002731896309657398,-0.02731896309657398,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8433,N,0.004,0.02,0.031044606340637226,-3.1044606340637224,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8434,N,0.004,0.02,0.01604977221293155,-1.6049772212931552,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8435,N,0.004,0.02,0.006725027862990413,-0.6725027862990414,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8436,N,0.004,0.02,0.00826974279525052,-0.826974279525052,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8437,N,0.004,0.02,-0.004631367454181853,0.4631367454181853,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8438,N,0.004,0.02,-0.02933144644439591,2.933144644439591,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8439,N,0.004,0.02,0.008371307384252038,-0.8371307384252038,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8440,N,0.004,0.02,-0.010016088316646047,1.0016088316646048,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8441,N,0.004,0.02,-0.015510881744019982,1.5510881744019982,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8442,N,0.004,0.02,-0.01404468060468441,1.404468060468441,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8443,V,-0.006,0.045,-0.005289901462072503,0.5289901462072503,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8444,S,-0.03,0.08,-0.06861834307737025,6.861834307737025,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8445,V,-0.006,0.045,-0.030498968491445504,3.04989684914455,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8446,N,0.004,0.02,-0.0087920834530045,0.8792083453004499,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8447,S,-0.03,0.08,-0.2140635202692009,21.40635202692009,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8448,N,0.004,0.02,0.020578781225620728,-2.0578781225620726,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8449,N,0.004,0.02,-0.0053442307308339855,0.5344230730833985,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8450,N,0.004,0.02,0.0283902096298247,-2.83902096298247,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8451,V,-0.006,0.045,-0.03568218634486078,3.5682186344860782,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8452,N,0.004,0.02,-0.005150615401433365,0.5150615401433365,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8453,N,0.004,0.02,-0.0031172178365959508,0.3117217836595951,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8454,N,0.004,0.02,-0.031513817418005394,3.1513817418005394,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8455,S,-0.03,0.08,0.03594428161820867,-3.5944281618208676,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8456,N,0.004,0.02,-0.015277772107190841,1.5277772107190841,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8457,N,0.004,0.02,0.011708286946501218,-1.1708286946501218,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8458,N,0.004,0.02,0.029532049351129942,-2.953204935112994,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8459,V,-0.006,0.045,-0.021289226081572927,2.1289226081572927,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8460,N,0.004,0.02,0.03382116966498106,-3.3821169664981063,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8461,S,-0.03,0.08,0.052585245528009764,-5.258524552800976,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8462,N,0.004,0.02,0.003061854352897743,-0.30618543528977427,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8463,N,0.004,0.02,-0.046841906365953465,4.684190636595346,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8464,V,-0.006,0.045,0.042194813458147414,-4.219481345814741,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8465,V,-0.006,0.045,-0.030940344345980336,3.0940344345980337,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8466,N,0.004,0.02,-0.005614467380583453,0.5614467380583453,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8467,N,0.004,0.02,0.008116459893253568,-0.8116459893253568,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8468,N,0.004,0.02,0.023059311563418013,-2.3059311563418015,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8469,N,0.004,0.02,0.020478639140382067,-2.047863914038207,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8470,S,-0.03,0.08,-0.09957544619844907,9.957544619844908,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8471,N,0.004,0.02,0.0073688428746294145,-0.7368842874629414,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8472,N,0.004,0.02,-0.018658063571173646,1.8658063571173646,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8473,N,0.004,0.02,0.002131520928140277,-0.2131520928140277,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8474,N,0.004,0.02,0.004319792276341932,-0.4319792276341932,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8475,N,0.004,0.02,-0.028954783393019014,2.8954783393019015,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8476,N,0.004,0.02,0.015825688922538418,-1.582568892253842,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8477,V,-0.006,0.045,0.11062226323259006,-11.062226323259006,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8478,N,0.004,0.02,-0.03365614273901177,3.3656142739011767,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8479,V,-0.006,0.045,0.006708198044714855,-0.6708198044714855,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8480,N,0.004,0.02,0.012463006990562834,-1.2463006990562833,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8481,N,0.004,0.02,0.007468170321599901,-0.7468170321599901,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8482,S,-0.03,0.08,-0.21026977474537273,21.026977474537272,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8483,N,0.004,0.02,0.009485013772349261,-0.9485013772349261,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8484,N,0.004,0.02,0.003930864241835664,-0.39308642418356643,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8485,N,0.004,0.02,-0.022936466720814383,2.2936466720814384,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8486,N,0.004,0.02,-0.0008826895425756535,0.08826895425756535,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8487,N,0.004,0.02,-0.020091744064474143,2.009174406447414,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8488,N,0.004,0.02,0.00010715231680605633,-0.010715231680605633,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8489,N,0.004,0.02,-0.01781224851915908,1.781224851915908,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8490,N,0.004,0.02,0.02845695417378707,-2.8456954173787072,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8491,V,-0.006,0.045,-0.003388410316314795,0.3388410316314795,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8492,N,0.004,0.02,-0.03308656546172506,3.308656546172506,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8493,N,0.004,0.02,0.021708673728803574,-2.1708673728803576,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8494,V,-0.006,0.045,-0.08885802022894582,8.885802022894582,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8495,S,-0.03,0.08,-0.12133912203346325,12.133912203346325,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8496,N,0.004,0.02,0.021585196909233342,-2.158519690923334,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8497,S,-0.03,0.08,0.032690457229578,-3.2690457229578,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8498,S,-0.03,0.08,-0.0905244355594196,9.05244355594196,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8499,N,0.004,0.02,-0.020260075365834997,2.0260075365834997,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8500,N,0.004,0.02,0.006679562496829827,-0.6679562496829827,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8501,N,0.004,0.02,-0.025279258314809833,2.5279258314809834,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8502,N,0.004,0.02,0.03634843184317271,-3.6348431843172713,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8503,N,0.004,0.02,-0.012507117191228507,1.2507117191228507,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8504,V,-0.006,0.045,0.011614388029106444,-1.1614388029106444,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8505,N,0.004,0.02,-0.009286294666006445,0.9286294666006445,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8506,N,0.004,0.02,0.04269906431482465,-4.269906431482465,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8507,N,0.004,0.02,0.004657195547443545,-0.46571955474435445,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8508,S,-0.03,0.08,-0.037799499131740015,3.7799499131740015,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8509,N,0.004,0.02,0.019777933086515372,-1.9777933086515371,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8510,N,0.004,0.02,0.021614162475362637,-2.161416247536264,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8511,S,-0.03,0.08,-0.14974195779199512,14.974195779199512,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8512,N,0.004,0.02,-0.01569261023026437,1.569261023026437,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8513,N,0.004,0.02,0.013193941564595801,-1.3193941564595801,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8514,N,0.004,0.02,0.00400276778119234,-0.400276778119234,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8515,N,0.004,0.02,-0.047104584705501454,4.7104584705501455,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8516,N,0.004,0.02,-0.02489519046202791,2.489519046202791,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8517,N,0.004,0.02,0.037723324220259744,-3.772332422025974,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8518,N,0.004,0.02,0.020078086972717943,-2.0078086972717943,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8519,N,0.004,0.02,-0.02569754297254953,2.569754297254953,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8520,N,0.004,0.02,-0.0022907060531299882,0.22907060531299883,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8521,V,-0.006,0.045,0.03851166171940763,-3.8511661719407635,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8522,N,0.004,0.02,-0.009494740978045197,0.9494740978045196,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8523,N,0.004,0.02,0.0027368970740457156,-0.27368970740457155,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8524,S,-0.03,0.08,-0.17819456602854178,17.819456602854178,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8525,N,0.004,0.02,0.008671929960566083,-0.8671929960566084,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8526,S,-0.03,0.08,0.049028493872492765,-4.902849387249277,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8527,S,-0.03,0.08,-0.11365167912496096,11.365167912496096,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8528,N,0.004,0.02,0.012587930045374446,-1.2587930045374447,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8529,N,0.004,0.02,0.05960058085805425,-5.960058085805425,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8530,N,0.004,0.02,0.009724076991202667,-0.9724076991202667,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8531,N,0.004,0.02,0.01478570803439253,-1.478570803439253,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8532,N,0.004,0.02,0.047415683218442556,-4.741568321844255,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8533,N,0.004,0.02,-0.035650739888518496,3.5650739888518497,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8534,N,0.004,0.02,-0.0529580044067571,5.29580044067571,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8535,N,0.004,0.02,0.018706259957419754,-1.8706259957419753,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8536,N,0.004,0.02,0.0024611993254536934,-0.24611993254536935,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8537,S,-0.03,0.08,-0.018773272389835425,1.8773272389835425,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8538,N,0.004,0.02,-0.0033688433896414405,0.33688433896414405,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8539,N,0.004,0.02,0.03418893761046307,-3.418893761046307,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8540,N,0.004,0.02,0.015028366822673077,-1.5028366822673076,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8541,N,0.004,0.02,-0.016829448421418286,1.6829448421418287,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8542,N,0.004,0.02,0.032212218489533304,-3.22122184895333,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8543,N,0.004,0.02,0.023882235809174885,-2.3882235809174883,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8544,S,-0.03,0.08,-0.03277923350905907,3.277923350905907,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8545,N,0.004,0.02,0.028939711179420475,-2.8939711179420473,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8546,V,-0.006,0.045,0.04182524731270216,-4.182524731270216,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8547,N,0.004,0.02,0.0134982754337943,-1.34982754337943,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8548,S,-0.03,0.08,-0.05111226935946786,5.111226935946786,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8549,N,0.004,0.02,0.030019116869726113,-3.0019116869726115,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8550,N,0.004,0.02,-0.005827498313154935,0.5827498313154935,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8551,N,0.004,0.02,0.010645104758524879,-1.064510475852488,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8552,N,0.004,0.02,0.03103699165093926,-3.103699165093926,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8553,V,-0.006,0.045,-0.015825758823765093,1.5825758823765093,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8554,N,0.004,0.02,0.042576318565970425,-4.257631856597042,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8555,N,0.004,0.02,0.025362171678305772,-2.536217167830577,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8556,N,0.004,0.02,0.04900488284189344,-4.900488284189344,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8557,S,-0.03,0.08,0.03852047085818455,-3.8520470858184552,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8558,N,0.004,0.02,0.016600204515016363,-1.6600204515016364,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8559,N,0.004,0.02,-0.014827996270615637,1.4827996270615638,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8560,N,0.004,0.02,0.01565032080241575,-1.5650320802415751,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8561,N,0.004,0.02,0.006041678117319319,-0.6041678117319319,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8562,N,0.004,0.02,0.03600627790647096,-3.6006277906470956,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8563,N,0.004,0.02,0.003711541036177533,-0.3711541036177533,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8564,N,0.004,0.02,-0.002017160168675391,0.2017160168675391,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8565,V,-0.006,0.045,-0.032815683499001075,3.2815683499001076,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8566,V,-0.006,0.045,-0.015147655797146258,1.5147655797146258,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8567,N,0.004,0.02,-0.01083804411357546,1.083804411357546,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8568,N,0.004,0.02,0.015075240280603483,-1.5075240280603484,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8569,N,0.004,0.02,-0.005953963074623514,0.5953963074623514,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8570,N,0.004,0.02,-0.006295271897711495,0.6295271897711495,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8571,N,0.004,0.02,-0.017376081161141914,1.7376081161141914,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8572,N,0.004,0.02,0.006980916692703681,-0.6980916692703681,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8573,N,0.004,0.02,-0.019619040281715235,1.9619040281715234,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8574,S,-0.03,0.08,0.054530843258490475,-5.453084325849048,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8575,S,-0.03,0.08,-0.06525633209331061,6.525633209331061,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8576,S,-0.03,0.08,-0.06504013171236137,6.504013171236137,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8577,N,0.004,0.02,-0.01431467747390127,1.431467747390127,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8578,N,0.004,0.02,0.019913543560490948,-1.9913543560490947,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8579,N,0.004,0.02,0.04654912423233519,-4.654912423233519,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8580,N,0.004,0.02,0.008424787479622844,-0.8424787479622844,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8581,V,-0.006,0.045,0.022706957545818703,-2.2706957545818702,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8582,N,0.004,0.02,-0.04592229156346875,4.592229156346875,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8583,N,0.004,0.02,0.0025160558523199027,-0.2516055852319903,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8584,V,-0.006,0.045,0.05886371168768361,-5.886371168768361,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8585,V,-0.006,0.045,0.002845995564537143,-0.2845995564537143,False,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8586,N,0.004,0.02,0.01722060662514214,-1.7220606625142139,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8587,S,-0.03,0.08,-0.016344110024435934,1.6344110024435934,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8588,N,0.004,0.02,-0.019726127459072113,1.9726127459072114,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8589,N,0.004,0.02,-0.018951701809663865,1.8951701809663866,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8590,N,0.004,0.02,-0.011425338496346082,1.1425338496346082,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8591,N,0.004,0.02,0.030598135190417756,-3.0598135190417755,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8592,N,0.004,0.02,-0.007164143348193918,0.7164143348193918,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8593,N,0.004,0.02,-0.02196007970205259,2.196007970205259,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8594,N,0.004,0.02,-0.0049601706424038,0.49601706424038,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8595,N,0.004,0.02,-0.010371948299627376,1.0371948299627376,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8596,V,-0.006,0.045,-0.007767278288219467,0.7767278288219467,True,0.5547623012919849,non normale,1.3685731602787967,0.5547623012919849
8597,N,0.004,0.02,0.025388223478476954,-2.5388223478476952,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8598,N,0.004,0.02,0.0017618636472575347,-0.17618636472575347,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8599,N,0.004,0.02,0.003613264036970623,-0.3613264036970623,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8600,N,0.004,0.02,0.0199572215858354,-1.99572215858354,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8601,N,0.004,0.02,0.0011611100822962977,-0.11611100822962978,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8602,N,0.004,0.02,0.019822728355294382,-1.9822728355294381,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8603,S,-0.03,0.08,-0.0008420461189718731,0.08420461189718731,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8604,N,0.004,0.02,-0.0024721819439328134,0.24721819439328133,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8605,S,-0.03,0.08,-0.08691040617539186,8.691040617539187,True,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8606,N,0.004,0.02,-0.021499763348736416,2.149976334873642,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8607,S,-0.03,0.08,0.1405107089866331,-14.051070898663308,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8608,N,0.004,0.02,0.006634779714887138,-0.6634779714887138,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8609,N,0.004,0.02,-0.001175592184109277,0.11755921841092769,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8610,N,0.004,0.02,0.015964991418127166,-1.5964991418127166,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8611,N,0.004,0.02,-0.019342643356163314,1.9342643356163314,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8612,N,0.004,0.02,0.022761636774881154,-2.2761636774881153,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8613,N,0.004,0.02,-0.005924208454539337,0.5924208454539337,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8614,N,0.004,0.02,0.0027228545383012484,-0.27228545383012487,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8615,S,-0.03,0.08,0.16550651662030758,-16.55065166203076,False,2.9729202087153217,non normale,1.3685731602787967,2.9729202087153217
8616,N,0.004,0.02,-0.027787228974369176,2.778722897436918,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8617,N,0.004,0.02,0.00986527880502947,-0.986527880502947,False,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
8618,N,0.004,0.02,-0.018095408069685633,1.8095408069685632,True,-0.4030397496040671,normale,-0.4030397496040671,-0.4030397496040671
