evento,descrizione_evento,delta_y,delta_y_bp,delta_V,L,E_L_cond_G_hat
A2,Inflazione persistente,0.005803489347132937,58.03489347132937,-348209.36082797626,348209.36082797626,181993.39718483502
A2,Inflazione persistente,0.002283951332148233,22.839513321482332,-137037.079928894,137037.079928894,181993.39718483502
A2,Inflazione persistente,0.002311563637528887,23.11563637528887,-138693.8182517332,138693.8182517332,181993.39718483502
A1,Disinflazione ordinata,0.0004707953069095956,4.707953069095956,-28247.718414575735,28247.718414575735,-57804.18736968874
A3,Repricing severo,0.007760907202362441,77.6090720236244,-465654.43214174645,465654.43214174645,605230.726541648
A1,Disinflazione ordinata,-0.005565129446494491,-55.65129446494491,333907.76678966946,-333907.76678966946,-57804.18736968874
A1,Disinflazione ordinata,0.00023362970820243589,2.336297082024359,-14017.782492146152,14017.782492146152,-57804.18736968874
A1,Disinflazione ordinata,0.001604938422285226,16.04938422285226,-96296.30533711356,96296.30533711356,-57804.18736968874
A2,Inflazione persistente,-0.0014098118980696425,-14.098118980696425,84588.71388417855,-84588.71388417855,181993.39718483502
A2,Inflazione persistente,-0.001476498699779943,-14.76498699779943,88589.92198679657,-88589.92198679657,181993.39718483502
A2,Inflazione persistente,0.0071237817226134405,71.23781722613441,-427426.90335680643,427426.90335680643,181993.39718483502
A2,Inflazione persistente,0.0055243201806668115,55.24320180666812,-331459.2108400087,331459.2108400087,181993.39718483502
A2,Inflazione persistente,0.0027906072633778175,27.906072633778173,-167436.43580266906,167436.43580266906,181993.39718483502
A1,Disinflazione ordinata,-0.00042508647223927717,-4.250864722392771,25505.18833435663,-25505.18833435663,-57804.18736968874
A2,Inflazione persistente,-0.006378556548853691,-63.78556548853691,382713.39293122146,-382713.39293122146,181993.39718483502
A2,Inflazione persistente,0.0042493301668449284,42.493301668449284,-254959.8100106957,254959.8100106957,181993.39718483502
A2,Inflazione persistente,0.006227244750916757,62.27244750916758,-373634.6850550054,373634.6850550054,181993.39718483502
A3,Repricing severo,0.006511595511421837,65.11595511421838,-390695.73068531026,390695.73068531026,605230.726541648
A2,Inflazione persistente,-0.00039325426528933087,-3.9325426528933085,23595.255917359853,-23595.255917359853,181993.39718483502
A1,Disinflazione ordinata,0.006809875041958474,68.09875041958475,-408592.50251750846,408592.50251750846,-57804.18736968874
A3,Repricing severo,0.0018960912352167878,18.960912352167878,-113765.47411300727,113765.47411300727,605230.726541648
A2,Inflazione persistente,0.004168103437113039,41.68103437113039,-250086.20622678232,250086.20622678232,181993.39718483502
A2,Inflazione persistente,0.003157956099647509,31.579560996475088,-189477.36597885055,189477.36597885055,181993.39718483502
A1,Disinflazione ordinata,-0.006036658446245094,-60.366584462450945,362199.50677470566,-362199.50677470566,-57804.18736968874
A3,Repricing severo,0.021065767737064114,210.65767737064112,-1263946.064223847,1263946.064223847,605230.726541648
A1,Disinflazione ordinata,9.360377425809995e-05,0.9360377425809996,-5616.226455485998,5616.226455485998,-57804.18736968874
A1,Disinflazione ordinata,-0.002336089330260197,-23.360893302601973,140165.35981561182,-140165.35981561182,-57804.18736968874
A1,Disinflazione ordinata,-0.0016915230516988831,-16.91523051698883,101491.38310193298,-101491.38310193298,-57804.18736968874
A2,Inflazione persistente,0.005146619790123735,51.46619790123735,-308797.18740742415,308797.18740742415,181993.39718483502
A2,Inflazione persistente,-0.008606056950142587,-86.06056950142587,516363.4170085552,-516363.4170085552,181993.39718483502
A2,Inflazione persistente,0.007924506268315864,79.24506268315864,-475470.37609895185,475470.37609895185,181993.39718483502
A1,Disinflazione ordinata,0.002069157083907669,20.69157083907669,-124149.42503446013,124149.42503446013,-57804.18736968874
A2,Inflazione persistente,0.000529945781503496,5.29945781503496,-31796.74689020976,31796.74689020976,181993.39718483502
A2,Inflazione persistente,-0.005889608462938408,-58.896084629384085,353376.5077763045,-353376.5077763045,181993.39718483502
A3,Repricing severo,0.006039682227491468,60.396822274914676,-362380.9336494881,362380.9336494881,605230.726541648
A2,Inflazione persistente,-0.0026986738188263812,-26.98673818826381,161920.42912958286,-161920.42912958286,181993.39718483502
A3,Repricing severo,0.012252073415224586,122.52073415224586,-735124.4049134752,735124.4049134752,605230.726541648
A3,Repricing severo,-0.0017840181379121887,-17.840181379121887,107041.08827473132,-107041.08827473132,605230.726541648
A1,Disinflazione ordinata,0.0022286138929622145,22.286138929622144,-133716.83357773288,133716.83357773288,-57804.18736968874
A1,Disinflazione ordinata,0.0007308366328629512,7.3083663286295115,-43850.197971777074,43850.197971777074,-57804.18736968874
A1,Disinflazione ordinata,-0.0025846923051045033,-25.84692305104503,155081.5383062702,-155081.5383062702,-57804.18736968874
A2,Inflazione persistente,-0.004671847789900875,-46.718477899008754,280310.8673940525,-280310.8673940525,181993.39718483502
A1,Disinflazione ordinata,-0.003239765656727818,-32.397656567278176,194385.93940366906,-194385.93940366906,-57804.18736968874
A1,Disinflazione ordinata,-0.0031258556737661304,-31.258556737661305,187551.34042596782,-187551.34042596782,-57804.18736968874
A3,Repricing severo,-0.0017333863091103102,-17.3338630911031,104003.17854661861,-104003.17854661861,605230.726541648
A2,Inflazione persistente,0.0068671027213398125,68.67102721339812,-412026.16328038875,412026.16328038875,181993.39718483502
A3,Repricing severo,0.024453755061697363,244.53755061697362,-1467225.3037018417,1467225.3037018417,605230.726541648
A1,Disinflazione ordinata,-0.0021711774921486494,-21.711774921486494,130270.64952891896,-130270.64952891896,-57804.18736968874
A1,Disinflazione ordinata,-0.004804814959225126,-48.04814959225126,288288.89755350753,-288288.89755350753,-57804.18736968874
A1,Disinflazione ordinata,0.0006575593396019044,6.575593396019044,-39453.56037611426,39453.56037611426,-57804.18736968874
A3,Repricing severo,0.03125065600401688,312.5065600401688,-1875039.3602410126,1875039.3602410126,605230.726541648
A1,Disinflazione ordinata,-0.001405970185808052,-14.059701858080519,84358.21114848313,-84358.21114848313,-57804.18736968874
A3,Repricing severo,0.0007488427664154845,7.488427664154845,-44930.56598492907,44930.56598492907,605230.726541648
A1,Disinflazione ordinata,0.003377227568865648,33.772275688656485,-202633.65413193888,202633.65413193888,-57804.18736968874
A3,Repricing severo,0.03887064497228664,388.7064497228664,-2332238.6983371987,2332238.6983371987,605230.726541648
A1,Disinflazione ordinata,-0.0036364785658844954,-36.36478565884495,218188.71395306973,-218188.71395306973,-57804.18736968874
A2,Inflazione persistente,-0.0005713431849580799,-5.7134318495807985,34280.591097484794,-34280.591097484794,181993.39718483502
A2,Inflazione persistente,0.012397182817645916,123.97182817645916,-743830.969058755,743830.969058755,181993.39718483502
A3,Repricing severo,0.007244207115680098,72.44207115680098,-434652.4269408059,434652.4269408059,605230.726541648
A3,Repricing severo,0.012498282492495598,124.98282492495598,-749896.9495497359,749896.9495497359,605230.726541648
A2,Inflazione persistente,0.0021612623376396434,21.612623376396435,-129675.7402583786,129675.7402583786,181993.39718483502
A2,Inflazione persistente,0.0020319621283385937,20.319621283385935,-121917.72770031562,121917.72770031562,181993.39718483502
A2,Inflazione persistente,-0.007300507537006025,-73.00507537006025,438030.4522203615,-438030.4522203615,181993.39718483502
A2,Inflazione persistente,0.007635142989581268,76.35142989581267,-458108.57937487605,458108.57937487605,181993.39718483502
A3,Repricing severo,0.031494230361653046,314.94230361653047,-1889653.8216991827,1889653.8216991827,605230.726541648
A2,Inflazione persistente,0.002030960099839512,20.309600998395123,-121857.60599037074,121857.60599037074,181993.39718483502
A2,Inflazione persistente,-0.0035668274580430426,-35.66827458043043,214009.64748258254,-214009.64748258254,181993.39718483502
A3,Repricing severo,0.00930519811705476,93.0519811705476,-558311.8870232856,558311.8870232856,605230.726541648
A1,Disinflazione ordinata,-0.0005246900880847096,-5.246900880847097,31481.40528508258,-31481.40528508258,-57804.18736968874
A2,Inflazione persistente,0.011160524613195343,111.60524613195344,-669631.4767917206,669631.4767917206,181993.39718483502
A2,Inflazione persistente,-0.00017884156046017556,-1.7884156046017556,10730.493627610535,-10730.493627610535,181993.39718483502
A2,Inflazione persistente,-0.0008011892419852971,-8.011892419852972,48071.35451911783,-48071.35451911783,181993.39718483502
A1,Disinflazione ordinata,-0.0019933802476456565,-19.933802476456563,119602.8148587394,-119602.8148587394,-57804.18736968874
A2,Inflazione persistente,0.010468241316546553,104.68241316546552,-628094.4789927931,628094.4789927931,181993.39718483502
A1,Disinflazione ordinata,0.0010646442849391517,10.646442849391518,-63878.6570963491,63878.6570963491,-57804.18736968874
A1,Disinflazione ordinata,0.001802010027761892,18.02010027761892,-108120.60166571352,108120.60166571352,-57804.18736968874
A1,Disinflazione ordinata,9.562563059805273e-05,0.9562563059805274,-5737.537835883164,5737.537835883164,-57804.18736968874
A2,Inflazione persistente,-0.00898989495315718,-89.8989495315718,539393.6971894308,-539393.6971894308,181993.39718483502
A2,Inflazione persistente,-0.002292637744850462,-22.926377448504617,137558.2646910277,-137558.2646910277,181993.39718483502
A3,Repricing severo,0.008020903787306577,80.20903787306577,-481254.2272383946,481254.2272383946,605230.726541648
A2,Inflazione persistente,0.0021195864264126393,21.195864264126392,-127175.18558475835,127175.18558475835,181993.39718483502
A2,Inflazione persistente,0.004840887448053696,48.40887448053696,-290453.2468832218,290453.2468832218,181993.39718483502
A1,Disinflazione ordinata,0.0019306335072793758,19.306335072793757,-115838.01043676255,115838.01043676255,-57804.18736968874
A3,Repricing severo,0.004686078775577296,46.86078775577296,-281164.72653463774,281164.72653463774,605230.726541648
A1,Disinflazione ordinata,-0.005294776676442557,-52.947766764425566,317686.6005865534,-317686.6005865534,-57804.18736968874
A1,Disinflazione ordinata,-0.0018904073361647755,-18.904073361647754,113424.44016988653,-113424.44016988653,-57804.18736968874
A1,Disinflazione ordinata,-0.005191134471029346,-51.911344710293456,311468.06826176075,-311468.06826176075,-57804.18736968874
A1,Disinflazione ordinata,-0.0033062647256926147,-33.06264725692615,198375.8835415569,-198375.8835415569,-57804.18736968874
A2,Inflazione persistente,-0.010825866865725935,-108.25866865725935,649552.0119435561,-649552.0119435561,181993.39718483502
A2,Inflazione persistente,0.006154035410662043,61.54035410662043,-369242.1246397226,369242.1246397226,181993.39718483502
A1,Disinflazione ordinata,0.0010597012091313807,10.597012091313808,-63582.072547882846,63582.072547882846,-57804.18736968874
A2,Inflazione persistente,0.009168267813493116,91.68267813493115,-550096.0688095869,550096.0688095869,181993.39718483502
A2,Inflazione persistente,-0.006358075545599823,-63.58075545599823,381484.53273598937,-381484.53273598937,181993.39718483502
A2,Inflazione persistente,0.006172218120893129,61.72218120893129,-370333.0872535877,370333.0872535877,181993.39718483502
A2,Inflazione persistente,0.004691179170287845,46.911791702878446,-281470.7502172707,281470.7502172707,181993.39718483502
A1,Disinflazione ordinata,-0.005045146938162999,-50.45146938162999,302708.81628977996,-302708.81628977996,-57804.18736968874
A2,Inflazione persistente,0.005742202011192458,57.422020111924574,-344532.1206715475,344532.1206715475,181993.39718483502
A1,Disinflazione ordinata,0.0043755483416221645,43.755483416221644,-262532.9004973299,262532.9004973299,-57804.18736968874
A3,Repricing severo,0.02992275125565448,299.2275125565448,-1795365.075339269,1795365.075339269,605230.726541648
A2,Inflazione persistente,-0.002967088017594632,-29.67088017594632,178025.28105567791,-178025.28105567791,181993.39718483502
A1,Disinflazione ordinata,-0.004597954378004077,-45.97954378004077,275877.26268024463,-275877.26268024463,-57804.18736968874
A3,Repricing severo,0.01463662522671464,146.3662522671464,-878197.5136028784,878197.5136028784,605230.726541648
A1,Disinflazione ordinata,-0.0014355220088218363,-14.355220088218363,86131.32052931018,-86131.32052931018,-57804.18736968874
A2,Inflazione persistente,0.0006070582717962779,6.070582717962779,-36423.49630777667,36423.49630777667,181993.39718483502
A1,Disinflazione ordinata,-0.005406955775059457,-54.069557750594576,324417.3465035674,-324417.3465035674,-57804.18736968874
A2,Inflazione persistente,0.007736682778694633,77.36682778694633,-464200.966721678,464200.966721678,181993.39718483502
A2,Inflazione persistente,-0.0017232967146930773,-17.232967146930772,103397.80288158463,-103397.80288158463,181993.39718483502
A1,Disinflazione ordinata,0.0022082970089218738,22.082970089218737,-132497.82053531244,132497.82053531244,-57804.18736968874
A2,Inflazione persistente,0.010891717309680627,108.91717309680627,-653503.0385808377,653503.0385808377,181993.39718483502
A2,Inflazione persistente,-9.721899944340005e-05,-0.9721899944340004,5833.139966604002,-5833.139966604002,181993.39718483502
A3,Repricing severo,-0.004637829567234391,-46.37829567234391,278269.77403406345,-278269.77403406345,605230.726541648
A1,Disinflazione ordinata,0.0013945087531573,13.945087531573,-83670.525189438,83670.525189438,-57804.18736968874
A3,Repricing severo,0.005190318861834812,51.90318861834812,-311419.1317100887,311419.1317100887,605230.726541648
A2,Inflazione persistente,-0.002624997610447383,-26.24997610447383,157499.856626843,-157499.856626843,181993.39718483502
A1,Disinflazione ordinata,-0.00039916076246842094,-3.9916076246842094,23949.645748105257,-23949.645748105257,-57804.18736968874
A2,Inflazione persistente,0.011346173379676226,113.46173379676226,-680770.4027805736,680770.4027805736,181993.39718483502
A1,Disinflazione ordinata,-0.0009232481938520428,-9.232481938520428,55394.89163112257,-55394.89163112257,-57804.18736968874
A2,Inflazione persistente,0.00608571367949782,60.8571367949782,-365142.8207698692,365142.8207698692,181993.39718483502
A2,Inflazione persistente,6.288521228905086e-05,0.6288521228905086,-3773.1127373430513,3773.1127373430513,181993.39718483502
A2,Inflazione persistente,-0.0075313609690659455,-75.31360969065946,451881.65814395674,-451881.65814395674,181993.39718483502
A3,Repricing severo,0.01679804444941331,167.9804444941331,-1007882.6669647986,1007882.6669647986,605230.726541648
A1,Disinflazione ordinata,0.0003378571088823506,3.3785710888235063,-20271.426532941037,20271.426532941037,-57804.18736968874
A3,Repricing severo,0.003850791321237834,38.50791321237834,-231047.47927427004,231047.47927427004,605230.726541648
A2,Inflazione persistente,0.002662108590778948,26.62108590778948,-159726.51544673688,159726.51544673688,181993.39718483502
A2,Inflazione persistente,0.0011516852399968017,11.516852399968016,-69101.1143998081,69101.1143998081,181993.39718483502
A2,Inflazione persistente,-0.0033229206557251825,-33.22920655725183,199375.23934351094,-199375.23934351094,181993.39718483502
A3,Repricing severo,0.010302907634704688,103.02907634704688,-618174.4580822813,618174.4580822813,605230.726541648
A2,Inflazione persistente,0.007081756158395472,70.81756158395471,-424905.3695037283,424905.3695037283,181993.39718483502
A1,Disinflazione ordinata,0.002435051008707756,24.35051008707756,-146103.06052246536,146103.06052246536,-57804.18736968874
A1,Disinflazione ordinata,-0.007380697425490248,-73.80697425490249,442841.8455294149,-442841.8455294149,-57804.18736968874
A1,Disinflazione ordinata,-0.0017174323898194763,-17.174323898194764,103045.94338916858,-103045.94338916858,-57804.18736968874
A1,Disinflazione ordinata,-0.0024596276709097963,-24.596276709097964,147577.66025458777,-147577.66025458777,-57804.18736968874
A1,Disinflazione ordinata,0.0012569231664804835,12.569231664804835,-75415.38998882902,75415.38998882902,-57804.18736968874
A1,Disinflazione ordinata,-0.0022581836909568486,-22.581836909568487,135491.0214574109,-135491.0214574109,-57804.18736968874
A3,Repricing severo,0.018483626223300305,184.83626223300305,-1109017.5733980183,1109017.5733980183,605230.726541648
A1,Disinflazione ordinata,-0.0030461511700280034,-30.461511700280035,182769.0702016802,-182769.0702016802,-57804.18736968874
A1,Disinflazione ordinata,-8.402497504052568e-05,-0.8402497504052567,5041.49850243154,-5041.49850243154,-57804.18736968874
A3,Repricing severo,0.025295119343172197,252.95119343172198,-1517707.1605903318,1517707.1605903318,605230.726541648
A2,Inflazione persistente,0.0037272437321625856,37.27243732162586,-223634.62392975515,223634.62392975515,181993.39718483502
A2,Inflazione persistente,0.00400510998138316,40.051099813831605,-240306.5988829896,240306.5988829896,181993.39718483502
A1,Disinflazione ordinata,0.0021841777400737282,21.841777400737282,-131050.66440442369,131050.66440442369,-57804.18736968874
A2,Inflazione persistente,0.005588083517552784,55.88083517552784,-335285.01105316705,335285.01105316705,181993.39718483502
A1,Disinflazione ordinata,0.0008739757693556993,8.739757693556992,-52438.54616134196,52438.54616134196,-57804.18736968874
A1,Disinflazione ordinata,-0.004589366296600849,-45.89366296600849,275361.97779605095,-275361.97779605095,-57804.18736968874
A3,Repricing severo,0.007968515062568614,79.68515062568615,-478110.90375411685,478110.90375411685,605230.726541648
A2,Inflazione persistente,0.0132064785750955,132.064785750955,-792388.71450573,792388.71450573,181993.39718483502
A2,Inflazione persistente,0.005644770282720092,56.447702827200914,-338686.2169632055,338686.2169632055,181993.39718483502
A2,Inflazione persistente,0.0020993556634546946,20.993556634546945,-125961.33980728168,125961.33980728168,181993.39718483502
A2,Inflazione persistente,-0.001784098591065539,-17.84098591065539,107045.91546393234,-107045.91546393234,181993.39718483502
A2,Inflazione persistente,-0.0018295371227383108,-18.295371227383107,109772.22736429865,-109772.22736429865,181993.39718483502
A2,Inflazione persistente,-0.001025903123975212,-10.259031239752119,61554.187438512716,-61554.187438512716,181993.39718483502
A2,Inflazione persistente,-0.004332091500522554,-43.32091500522554,259925.49003135323,-259925.49003135323,181993.39718483502
A2,Inflazione persistente,0.006222897490821338,62.22897490821338,-373373.8494492803,373373.8494492803,181993.39718483502
A2,Inflazione persistente,0.01444260969767084,144.4260969767084,-866556.5818602504,866556.5818602504,181993.39718483502
A2,Inflazione persistente,0.004756323075982574,47.56323075982574,-285379.38455895445,285379.38455895445,181993.39718483502
A1,Disinflazione ordinata,-0.0024697221956581942,-24.69722195658194,148183.33173949167,-148183.33173949167,-57804.18736968874
A2,Inflazione persistente,0.0004209911145410445,4.209911145410445,-25259.46687246267,25259.46687246267,181993.39718483502
A1,Disinflazione ordinata,0.0037778729747559286,37.77872974755928,-226672.3784853557,226672.3784853557,-57804.18736968874
A3,Repricing severo,0.005369441212854785,53.69441212854785,-322166.4727712871,322166.4727712871,605230.726541648
A2,Inflazione persistente,0.001971388935431329,19.713889354313288,-118283.33612587974,118283.33612587974,181993.39718483502
A3,Repricing severo,0.011171525900654004,111.71525900654004,-670291.5540392402,670291.5540392402,605230.726541648
A2,Inflazione persistente,-0.005406792688828983,-54.06792688828983,324407.561329739,-324407.561329739,181993.39718483502
A2,Inflazione persistente,0.009447256264386457,94.47256264386456,-566835.3758631874,566835.3758631874,181993.39718483502
A1,Disinflazione ordinata,-0.002289434774875713,-22.89434774875713,137366.0864925428,-137366.0864925428,-57804.18736968874
A1,Disinflazione ordinata,-0.004752397561327895,-47.52397561327895,285143.8536796737,-285143.8536796737,-57804.18736968874
A1,Disinflazione ordinata,0.006294033814059251,62.94033814059251,-377642.028843555,377642.028843555,-57804.18736968874
A2,Inflazione persistente,0.005142902085421785,51.429020854217846,-308574.12512530707,308574.12512530707,181993.39718483502
A1,Disinflazione ordinata,0.005076158674883317,50.76158674883317,-304569.520492999,304569.520492999,-57804.18736968874
A2,Inflazione persistente,0.005356739219528385,53.56739219528385,-321404.3531717031,321404.3531717031,181993.39718483502
A1,Disinflazione ordinata,-0.00643593202566997,-64.3593202566997,386155.9215401982,-386155.9215401982,-57804.18736968874
A1,Disinflazione ordinata,-0.0019874358554777677,-19.874358554777675,119246.15132866606,-119246.15132866606,-57804.18736968874
A3,Repricing severo,-0.009759166024728936,-97.59166024728935,585549.9614837362,-585549.9614837362,605230.726541648
A1,Disinflazione ordinata,0.0013677908526878997,13.677908526878998,-82067.45116127399,82067.45116127399,-57804.18736968874
A1,Disinflazione ordinata,-0.004766318893151142,-47.66318893151142,285979.1335890685,-285979.1335890685,-57804.18736968874
A2,Inflazione persistente,-0.013151047820220377,-131.51047820220376,789062.8692132226,-789062.8692132226,181993.39718483502
A1,Disinflazione ordinata,0.00111421347412285,11.142134741228501,-66852.808447371,66852.808447371,-57804.18736968874
A2,Inflazione persistente,-0.00020280546701997252,-2.028054670199725,12168.328021198351,-12168.328021198351,181993.39718483502
A2,Inflazione persistente,0.006282127693415998,62.82127693415998,-376927.6616049599,376927.6616049599,181993.39718483502
A3,Repricing severo,0.013446867682262479,134.4686768226248,-806812.0609357487,806812.0609357487,605230.726541648
A3,Repricing severo,0.006890292569559476,68.90292569559476,-413417.55417356855,413417.55417356855,605230.726541648
A1,Disinflazione ordinata,0.003284754067543391,32.84754067543391,-197085.24405260346,197085.24405260346,-57804.18736968874
A3,Repricing severo,0.02292461075095515,229.2461075095515,-1375476.645057309,1375476.645057309,605230.726541648
A1,Disinflazione ordinata,0.0017984423396575668,17.984423396575668,-107906.540379454,107906.540379454,-57804.18736968874
A3,Repricing severo,0.011696777535398493,116.96777535398493,-701806.6521239096,701806.6521239096,605230.726541648
A1,Disinflazione ordinata,-0.006891700042528043,-68.91700042528043,413502.0025516826,-413502.0025516826,-57804.18736968874
A3,Repricing severo,0.018521846135891362,185.21846135891363,-1111310.7681534817,1111310.7681534817,605230.726541648
A2,Inflazione persistente,-0.0019392087810498346,-19.392087810498346,116352.52686299008,-116352.52686299008,181993.39718483502
A2,Inflazione persistente,0.004550220401642532,45.502204016425324,-273013.22409855196,273013.22409855196,181993.39718483502
A2,Inflazione persistente,0.002357339496639044,23.573394966390442,-141440.36979834264,141440.36979834264,181993.39718483502
A2,Inflazione persistente,0.0018474882805740015,18.474882805740016,-110849.29683444009,110849.29683444009,181993.39718483502
A1,Disinflazione ordinata,0.0026026032400702152,26.026032400702153,-156156.1944042129,156156.1944042129,-57804.18736968874
A2,Inflazione persistente,0.002775205629154988,27.752056291549877,-166512.33774929927,166512.33774929927,181993.39718483502
A2,Inflazione persistente,0.004897892634206693,48.978926342066934,-293873.5580524016,293873.5580524016,181993.39718483502
A3,Repricing severo,0.006259009548230488,62.59009548230488,-375540.5728938293,375540.5728938293,605230.726541648
A1,Disinflazione ordinata,-0.0021875046183225167,-21.875046183225166,131250.277099351,-131250.277099351,-57804.18736968874
A2,Inflazione persistente,0.004676195390426595,46.76195390426595,-280571.7234255957,280571.7234255957,181993.39718483502
A2,Inflazione persistente,0.0007015181087841145,7.015181087841144,-42091.08652704687,42091.08652704687,181993.39718483502
A2,Inflazione persistente,0.012604946028800735,126.04946028800735,-756296.7617280441,756296.7617280441,181993.39718483502
A2,Inflazione persistente,0.004250054297567455,42.50054297567455,-255003.2578540473,255003.2578540473,181993.39718483502
A2,Inflazione persistente,0.009178401302030991,91.78401302030991,-550704.0781218595,550704.0781218595,181993.39718483502
A2,Inflazione persistente,-0.002972343422826554,-29.72343422826554,178340.60536959322,-178340.60536959322,181993.39718483502
A2,Inflazione persistente,0.012301573773535354,123.01573773535354,-738094.4264121212,738094.4264121212,181993.39718483502
A2,Inflazione persistente,0.017094485856885448,170.94485856885447,-1025669.1514131268,1025669.1514131268,181993.39718483502
A2,Inflazione persistente,-0.008302746388486965,-83.02746388486965,498164.7833092179,-498164.7833092179,181993.39718483502
A2,Inflazione persistente,-0.003990962645660017,-39.909626456600165,239457.758739601,-239457.758739601,181993.39718483502
A2,Inflazione persistente,0.0037258289011591924,37.25828901159193,-223549.73406955154,223549.73406955154,181993.39718483502
A1,Disinflazione ordinata,0.0018230765289179896,18.230765289179896,-109384.59173507938,109384.59173507938,-57804.18736968874
A3,Repricing severo,0.009853883746244982,98.53883746244982,-591233.0247746989,591233.0247746989,605230.726541648
A2,Inflazione persistente,-0.00028657555447577634,-2.8657555447577634,17194.53326854658,-17194.53326854658,181993.39718483502
A2,Inflazione persistente,0.0018474799136966671,18.47479913696667,-110848.79482180002,110848.79482180002,181993.39718483502
A3,Repricing severo,0.01316698871976171,131.6698871976171,-790019.3231857026,790019.3231857026,605230.726541648
A3,Repricing severo,-0.012513113403241431,-125.13113403241431,750786.8041944859,-750786.8041944859,605230.726541648
A3,Repricing severo,0.004868776228043959,48.687762280439586,-292126.57368263754,292126.57368263754,605230.726541648
A1,Disinflazione ordinata,-0.001002826481420485,-10.02826481420485,60169.588885229095,-60169.588885229095,-57804.18736968874
A2,Inflazione persistente,0.00626109757677667,62.6109757677667,-375665.8546066002,375665.8546066002,181993.39718483502
A3,Repricing severo,0.003418778726154627,34.18778726154627,-205126.72356927762,205126.72356927762,605230.726541648
A1,Disinflazione ordinata,-0.0042419481493053066,-42.41948149305306,254516.8889583184,-254516.8889583184,-57804.18736968874
A1,Disinflazione ordinata,-0.006440214451738844,-64.40214451738844,386412.8671043306,-386412.8671043306,-57804.18736968874
A2,Inflazione persistente,0.0019278401457582734,19.278401457582735,-115670.4087454964,115670.4087454964,181993.39718483502
A1,Disinflazione ordinata,0.002039723477903487,20.39723477903487,-122383.40867420922,122383.40867420922,-57804.18736968874
A2,Inflazione persistente,-0.004564322488594981,-45.64322488594981,273859.3493156989,-273859.3493156989,181993.39718483502
A2,Inflazione persistente,0.0021008275994120794,21.008275994120794,-126049.65596472476,126049.65596472476,181993.39718483502
A3,Repricing severo,0.01426747173271938,142.6747173271938,-856048.3039631628,856048.3039631628,605230.726541648
A1,Disinflazione ordinata,0.00952644024954416,95.2644024954416,-571586.4149726497,571586.4149726497,-57804.18736968874
A2,Inflazione persistente,0.00013116057017508983,1.3116057017508982,-7869.634210505389,7869.634210505389,181993.39718483502
A2,Inflazione persistente,0.009877354043810755,98.77354043810755,-592641.2426286453,592641.2426286453,181993.39718483502
A3,Repricing severo,0.027758636144335172,277.58636144335173,-1665518.1686601103,1665518.1686601103,605230.726541648
A3,Repricing severo,0.009435370012487156,94.35370012487155,-566122.2007492293,566122.2007492293,605230.726541648
A1,Disinflazione ordinata,3.508058988375799e-05,0.35080589883757995,-2104.83539302548,2104.83539302548,-57804.18736968874
A2,Inflazione persistente,0.0013994246260472935,13.994246260472934,-83965.47756283761,83965.47756283761,181993.39718483502
A1,Disinflazione ordinata,-0.0020707214046072316,-20.707214046072316,124243.2842764339,-124243.2842764339,-57804.18736968874
A2,Inflazione persistente,-0.003933509327371271,-39.33509327371271,236010.55964227623,-236010.55964227623,181993.39718483502
A3,Repricing severo,0.0003270321411476436,3.270321411476436,-19621.928468858616,19621.928468858616,605230.726541648
A2,Inflazione persistente,0.009496111077947006,94.96111077947006,-569766.6646768204,569766.6646768204,181993.39718483502
A1,Disinflazione ordinata,-0.001455792555071293,-14.55792555071293,87347.55330427758,-87347.55330427758,-57804.18736968874
A2,Inflazione persistente,0.003017248989670631,30.172489896706313,-181034.93938023786,181034.93938023786,181993.39718483502
A1,Disinflazione ordinata,0.0007073309178159454,7.0733091781594535,-42439.85506895672,42439.85506895672,-57804.18736968874
A2,Inflazione persistente,0.009204831174809745,92.04831174809745,-552289.8704885847,552289.8704885847,181993.39718483502
A2,Inflazione persistente,-0.002869819899945395,-28.69819899945395,172189.1939967237,-172189.1939967237,181993.39718483502
A3,Repricing severo,-0.010467403262406373,-104.67403262406373,628044.1957443823,-628044.1957443823,605230.726541648
A1,Disinflazione ordinata,-0.0018858750796490191,-18.85875079649019,113152.50477894115,-113152.50477894115,-57804.18736968874
A2,Inflazione persistente,-0.0021070866086844407,-21.070866086844408,126425.19652106645,-126425.19652106645,181993.39718483502
A1,Disinflazione ordinata,0.0023527514068451745,23.527514068451744,-141165.08441071046,141165.08441071046,-57804.18736968874
A1,Disinflazione ordinata,0.0042240365639727405,42.24036563972741,-253442.19383836442,253442.19383836442,-57804.18736968874
A2,Inflazione persistente,0.005886221848211587,58.86221848211587,-353173.31089269527,353173.31089269527,181993.39718483502
A2,Inflazione persistente,0.009886594946083006,98.86594946083005,-593195.6967649803,593195.6967649803,181993.39718483502
A1,Disinflazione ordinata,-0.0029063429861671923,-29.063429861671924,174380.57917003153,-174380.57917003153,-57804.18736968874
A2,Inflazione persistente,0.010852115009483118,108.52115009483119,-651126.9005689871,651126.9005689871,181993.39718483502
A1,Disinflazione ordinata,1.1437212279511019e-05,0.11437212279511019,-686.2327367706612,686.2327367706612,-57804.18736968874
A1,Disinflazione ordinata,-0.0019340729013277154,-19.340729013277155,116044.37407966293,-116044.37407966293,-57804.18736968874
